latitude,longitude,elevation,bio1,bio4,bio5,bio6,bio12,bio13,bio14,bio15,month,day_of_year,sin_month,cos_month
-25.816902,28.291165,,1.787250,38.988007,2.793500,0.349875,695.000000,129.000000,3.000000,80.531609,3.000000,73.000000,0.866025,0.500000
-34.587183,150.826552,,1.612750,36.193127,2.508141,0.633168,1335.000000,165.000000,58.000000,26.381323,4.000000,121.000000,1.000000,0.000000
-34.198733,150.632750,,1.527596,40.271378,2.559200,0.432325,963.000000,122.000000,42.000000,27.681116,4.000000,106.000000,1.000000,0.000000
-34.588586,150.828144,,1.612750,36.193127,2.508141,0.633168,1335.000000,165.000000,58.000000,26.381323,4.000000,121.000000,1.000000,0.000000
42.593910,2.848580,92.000000,1.485139,56.462360,2.823350,0.364875,559.000000,76.000000,16.000000,30.500292,4.000000,92.000000,1.000000,0.000000
-33.942781,18.504885,,1.737841,33.917961,2.752150,0.798375,599.000000,101.000000,15.000000,67.003601,4.000000,116.000000,1.000000,0.000000
-33.966410,18.469327,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,118.000000,1.000000,0.000000
-33.813346,18.481474,,1.698862,30.640137,2.612174,0.849928,515.000000,89.000000,12.000000,69.178268,4.000000,118.000000,1.000000,0.000000
-34.043156,18.435091,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,4.000000,117.000000,1.000000,0.000000
-33.942634,18.504933,,1.737841,33.917961,2.752150,0.798375,599.000000,101.000000,15.000000,67.003601,4.000000,116.000000,1.000000,0.000000
-33.883067,18.669684,,1.708482,36.998482,2.830725,0.696650,675.000000,112.000000,17.000000,64.708702,4.000000,118.000000,1.000000,0.000000
-33.747127,151.213446,,1.731696,36.837799,2.584369,0.740453,1320.000000,155.000000,68.000000,27.228298,5.000000,135.000000,0.866025,-0.500000
-33.941520,18.859080,,1.596588,36.448689,2.712250,0.610875,787.000000,121.000000,23.000000,58.956909,6.000000,156.000000,0.500000,-0.866025
-25.957263,27.855832,,1.750370,41.877388,2.802875,0.208175,686.000000,130.000000,3.000000,78.909058,6.000000,161.000000,0.500000,-0.866025
-26.048153,27.787492,,1.609785,40.764656,2.649125,0.121675,721.000000,136.000000,3.000000,78.365257,6.000000,165.000000,0.500000,-0.866025
-33.908522,18.893195,,1.596588,36.448689,2.712250,0.610875,787.000000,121.000000,23.000000,58.956909,6.000000,171.000000,0.500000,-0.866025
-35.685278,174.430278,,1.481904,29.595814,2.243264,0.791042,1548.000000,183.000000,94.000000,23.359575,6.000000,157.000000,0.500000,-0.866025
-37.722530,145.005960,,1.484344,39.819485,2.681625,0.569250,769.000000,76.000000,47.000000,13.703049,6.000000,157.000000,0.500000,-0.866025
-26.160364,28.055664,,1.637026,39.757973,2.653375,0.209125,726.000000,135.000000,3.000000,78.846931,7.000000,185.000000,0.000000,-1.000000
-25.957888,27.772752,,1.706248,41.370708,2.764375,0.182450,702.000000,135.000000,3.000000,79.108536,7.000000,184.000000,0.000000,-1.000000
-33.968345,18.937120,,1.596588,36.448689,2.712250,0.610875,787.000000,121.000000,23.000000,58.956909,7.000000,185.000000,0.000000,-1.000000
34.124270,-118.750504,,1.635720,37.932026,2.934956,0.616785,400.000000,86.000000,0.000000,100.400658,8.000000,218.000000,-0.500000,-0.866025
-36.435000,148.623000,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,8.000000,244.000000,-0.500000,-0.866025
38.323104,-122.695228,,1.422626,40.168617,2.801875,0.312900,905.000000,190.000000,2.000000,93.657585,9.000000,257.000000,-0.866025,-0.500000
-33.933033,25.411083,,1.742959,29.272552,2.626300,0.722050,546.000000,59.000000,36.000000,16.695808,9.000000,272.000000,-0.866025,-0.500000
34.015089,-118.372260,,1.754258,33.656349,2.859223,0.783008,376.000000,83.000000,0.000000,100.912270,10.000000,296.000000,-1.000000,-0.000000
-25.996528,27.866950,,1.750370,41.877388,2.802875,0.208175,686.000000,130.000000,3.000000,78.909058,10.000000,299.000000,-1.000000,-0.000000
-35.351933,149.090972,,1.293587,52.644554,2.747175,-0.039050,771.000000,79.000000,49.000000,15.521218,10.000000,297.000000,-1.000000,-0.000000
29.534192,-95.377388,,2.045581,64.179489,3.347800,0.565375,1232.000000,145.000000,67.000000,23.800926,11.000000,307.000000,-0.866025,0.500000
-32.133397,26.966084,,1.617894,37.920784,2.791900,0.351925,573.000000,89.000000,14.000000,56.564316,11.000000,312.000000,-0.866025,0.500000
41.347887,19.763037,,1.511772,65.474655,3.068975,0.217600,1223.000000,167.000000,39.000000,39.059055,11.000000,312.000000,-0.866025,0.500000
37.729897,-121.126030,,1.619530,62.002819,3.335650,0.244550,318.000000,59.000000,1.000000,84.351952,11.000000,320.000000,-0.866025,0.500000
41.001056,28.644897,,1.389800,67.832153,2.796041,0.233496,681.000000,106.000000,23.000000,46.193832,11.000000,325.000000,-0.866025,0.500000
-35.356694,173.491194,,1.482806,28.494228,2.301886,0.759222,1524.000000,181.000000,87.000000,24.522699,11.000000,318.000000,-0.866025,0.500000
40.290000,0.100000,,1.512029,57.386578,2.995225,0.275950,478.000000,67.000000,18.000000,33.979549,11.000000,331.000000,-0.866025,0.500000
-34.060379,18.416132,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,12.000000,366.000000,-0.500000,0.866025
-17.811629,31.080823,,1.830530,28.500843,2.785325,0.605850,863.000000,206.000000,1.000000,108.192764,12.000000,340.000000,-0.500000,0.866025
-33.490756,150.157105,,1.192760,47.797569,2.466875,0.052950,884.000000,106.000000,52.000000,20.104160,12.000000,337.000000,-0.500000,0.866025
-37.842590,140.759160,,1.400972,31.972336,2.510775,0.631800,748.000000,108.000000,18.000000,47.670486,12.000000,350.000000,-0.500000,0.866025
-34.473061,150.459179,,1.330303,42.990726,2.456125,0.240300,978.000000,110.000000,48.000000,22.371317,12.000000,344.000000,-0.500000,0.866025
-33.997117,18.412241,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,12.000000,345.000000,-0.500000,0.866025
-31.346607,27.905090,,1.554096,37.816597,2.655375,0.164925,666.000000,104.000000,12.000000,63.017979,2.000000,49.000000,0.500000,0.866025
-31.319419,27.866594,,1.328928,39.417038,2.472950,-0.047825,715.000000,112.000000,15.000000,60.967197,2.000000,51.000000,0.500000,0.866025
4.558635,-74.166353,,1.217182,3.114201,1.814900,0.612375,1312.000000,156.000000,44.000000,31.520922,3.000000,68.000000,0.866025,0.500000
-28.614327,28.375833,,1.360363,43.814850,2.509350,-0.138250,767.000000,122.000000,11.000000,64.833092,3.000000,88.000000,0.866025,0.500000
-30.240075,29.327408,,1.410991,38.673531,2.500450,-0.012675,830.000000,159.000000,10.000000,75.515701,3.000000,88.000000,0.866025,0.500000
-33.992430,18.413808,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,118.000000,1.000000,0.000000
4.629700,-74.065996,,1.217182,3.114201,1.814900,0.612375,1312.000000,156.000000,44.000000,31.520922,4.000000,119.000000,1.000000,0.000000
-34.007564,18.438759,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,4.000000,117.000000,1.000000,0.000000
-33.993238,18.413449,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,118.000000,1.000000,0.000000
-29.745043,151.720105,1084.000000,1.323108,48.104839,2.533625,0.040650,923.000000,131.000000,43.000000,38.034916,4.000000,119.000000,1.000000,0.000000
-29.745043,151.720105,1084.000000,1.323108,48.104839,2.533625,0.040650,923.000000,131.000000,43.000000,38.034916,4.000000,119.000000,1.000000,0.000000
-33.343298,149.973770,940.000000,1.136902,48.625019,2.434650,0.014325,876.000000,102.000000,55.000000,16.829123,4.000000,91.000000,1.000000,0.000000
-33.968416,18.485910,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,119.000000,1.000000,0.000000
-33.962048,18.931739,,1.596588,36.448689,2.712250,0.610875,787.000000,121.000000,23.000000,58.956909,4.000000,109.000000,1.000000,0.000000
4.574419,-74.082460,,1.217182,3.114201,1.814900,0.612375,1312.000000,156.000000,44.000000,31.520922,4.000000,116.000000,1.000000,0.000000
-34.003398,18.400127,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,4.000000,97.000000,1.000000,0.000000
-33.991509,18.414241,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,97.000000,1.000000,0.000000
-33.805911,18.658278,,1.728053,36.011700,2.822775,0.771450,574.000000,97.000000,15.000000,66.446609,4.000000,116.000000,1.000000,0.000000
-33.874371,18.630717,,1.737841,33.917961,2.752150,0.798375,599.000000,101.000000,15.000000,67.003601,4.000000,118.000000,1.000000,0.000000
-33.955610,18.462422,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,4.000000,119.000000,1.000000,0.000000
-34.047443,18.813817,,1.714602,35.309898,2.757030,0.743614,662.000000,110.000000,17.000000,64.716141,4.000000,116.000000,1.000000,0.000000
-30.774536,-64.405260,,1.356124,44.615780,2.579925,0.037150,681.000000,108.000000,9.000000,67.478462,4.000000,109.000000,1.000000,0.000000
-39.007444,175.114683,,1.204064,36.508083,2.280775,0.243600,1615.000000,166.000000,99.000000,16.154274,5.000000,124.000000,0.866025,-0.500000
38.754671,-9.156969,,1.686514,41.255592,2.774390,0.803415,703.000000,115.000000,6.000000,64.425209,5.000000,140.000000,0.866025,-0.500000
-37.005280,174.602773,,1.432392,30.968342,2.254364,0.661682,1311.000000,144.000000,80.000000,19.797077,5.000000,149.000000,0.866025,-0.500000
-34.658181,150.842928,,1.724387,33.607750,2.545429,0.820143,1225.000000,158.000000,52.000000,28.662680,5.000000,142.000000,0.866025,-0.500000
-33.939767,18.888417,,1.596588,36.448689,2.712250,0.610875,787.000000,121.000000,23.000000,58.956909,5.000000,131.000000,0.866025,-0.500000
-32.611102,26.907223,,1.439157,30.791553,2.442150,0.374400,671.000000,92.000000,18.000000,50.669781,6.000000,177.000000,0.500000,-0.866025
-38.985180,175.794872,,1.125077,37.556953,2.202175,0.189500,1560.000000,164.000000,94.000000,15.022326,7.000000,188.000000,0.000000,-1.000000
-30.715667,26.902933,,1.512257,53.112225,2.969600,-0.135425,586.000000,100.000000,14.000000,55.931530,7.000000,205.000000,0.000000,-1.000000
-36.846449,174.778254,,1.524184,33.640480,2.408076,0.692075,1351.000000,140.000000,88.000000,15.149293,7.000000,191.000000,0.000000,-1.000000
-34.451967,150.858778,,1.685995,35.423363,2.538266,0.741619,1329.000000,171.000000,59.000000,28.328962,8.000000,213.000000,-0.500000,-0.866025
-27.351863,30.145839,,1.402817,37.241825,2.372325,0.046875,776.000000,143.000000,8.000000,75.223808,9.000000,251.000000,-0.866025,-0.500000
39.400000,-0.610000,,1.672070,55.447468,3.042025,0.505125,406.000000,64.000000,11.000000,39.473488,9.000000,272.000000,-0.866025,-0.500000
-33.756635,151.251027,,1.731696,36.837799,2.584369,0.740453,1320.000000,155.000000,68.000000,27.228298,10.000000,282.000000,-1.000000,-0.000000
-25.908212,27.932320,,1.750370,41.877388,2.802875,0.208175,686.000000,130.000000,3.000000,78.909058,10.000000,285.000000,-1.000000,-0.000000
39.330000,-0.690000,,1.500791,61.589661,3.078100,0.263025,382.000000,53.000000,12.000000,34.843330,10.000000,279.000000,-1.000000,-0.000000
-33.997122,18.412381,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,10.000000,286.000000,-1.000000,-0.000000
-33.955899,18.462653,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,11.000000,308.000000,-0.866025,0.500000
-33.989139,18.436847,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,12.000000,337.000000,-0.500000,0.866025
-35.095025,147.495735,,1.571694,59.471863,3.133775,0.269350,591.000000,60.000000,37.000000,15.039515,12.000000,337.000000,-0.500000,0.866025
-35.748056,150.209722,,1.599559,33.891567,2.410833,0.663452,1092.000000,132.000000,47.000000,25.411209,1.000000,3.000000,0.000000,1.000000
4.690036,-74.280109,,1.355000,3.098423,1.979200,0.695225,1200.000000,162.000000,46.000000,35.442982,2.000000,48.000000,0.500000,0.866025
-35.708611,150.175000,,1.599559,33.891567,2.410833,0.663452,1092.000000,132.000000,47.000000,25.411209,2.000000,46.000000,0.500000,0.866025
-33.995726,18.413065,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,3.000000,70.000000,0.866025,0.500000
-33.720331,150.290206,,1.367269,44.294189,2.502150,0.281850,1006.000000,134.000000,47.000000,31.832403,3.000000,88.000000,0.866025,0.500000
-33.430447,151.345243,25.000000,1.748897,37.452717,2.590397,0.736390,1299.000000,151.000000,65.000000,28.776762,3.000000,73.000000,0.866025,0.500000
37.801208,-122.473297,,1.405027,25.948078,2.278857,0.633633,783.000000,162.000000,2.000000,92.000366,4.000000,119.000000,1.000000,0.000000
-33.891781,151.032230,,1.786133,40.824120,2.755583,0.653984,1052.000000,128.000000,57.000000,26.121243,4.000000,97.000000,1.000000,0.000000
-34.009216,18.416975,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,4.000000,112.000000,1.000000,0.000000
-34.004323,20.441060,,1.833350,40.692116,3.008150,0.714075,387.000000,44.000000,20.000000,26.410337,5.000000,133.000000,0.866025,-0.500000
-34.840180,148.914480,,1.373034,55.455231,2.890775,0.068325,773.000000,76.000000,50.000000,14.406020,5.000000,151.000000,0.866025,-0.500000
-33.015334,149.871073,,1.287383,49.502670,2.597025,0.130400,797.000000,93.000000,46.000000,17.578787,5.000000,127.000000,0.866025,-0.500000
-35.699444,150.191389,,1.599559,33.891567,2.410833,0.663452,1092.000000,132.000000,47.000000,25.411209,5.000000,129.000000,0.866025,-0.500000
-32.683759,149.703429,,1.416398,51.619244,2.749000,0.207850,764.000000,89.000000,44.000000,17.449804,6.000000,177.000000,0.500000,-0.866025
35.660000,139.685000,35.000000,1.573488,75.875259,3.024410,0.154549,1512.000000,206.000000,44.000000,42.678459,6.000000,153.000000,0.500000,-0.866025
38.640000,-0.770000,,1.369918,67.940346,3.186750,-0.004875,390.000000,48.000000,11.000000,36.192108,6.000000,156.000000,0.500000,-0.866025
-34.431472,19.550758,,1.627836,31.458340,2.622150,0.732425,572.000000,76.000000,25.000000,41.664803,6.000000,161.000000,0.500000,-0.866025
-30.522907,29.481853,,1.461519,37.173325,2.503800,0.108475,805.000000,133.000000,15.000000,65.988441,7.000000,199.000000,0.000000,-1.000000
-30.522873,29.484439,,1.461519,37.173325,2.503800,0.108475,805.000000,133.000000,15.000000,65.988441,7.000000,199.000000,0.000000,-1.000000
-30.523130,29.484106,,1.461519,37.173325,2.503800,0.108475,805.000000,133.000000,15.000000,65.988441,7.000000,199.000000,0.000000,-1.000000
-34.063950,150.808671,,1.677190,41.508663,2.747875,0.474925,949.000000,113.000000,45.000000,28.566463,8.000000,236.000000,-0.500000,-0.866025
-36.866361,174.722139,,1.524184,33.640480,2.408076,0.692075,1351.000000,140.000000,88.000000,15.149293,8.000000,218.000000,-0.500000,-0.866025
-37.748890,145.367780,,1.393853,39.558472,2.656825,0.478100,1048.000000,108.000000,55.000000,19.858068,9.000000,253.000000,-0.866025,-0.500000
-34.709847,149.989023,,1.318965,47.860649,2.624975,0.115125,721.000000,75.000000,43.000000,14.108142,9.000000,,-0.866025,-0.500000
47.352600,0.776100,82.000000,1.145765,55.535603,2.517600,0.179150,676.000000,68.000000,40.000000,14.466010,10.000000,290.000000,-1.000000,-0.000000
-27.777114,30.844950,,1.642987,30.231205,2.553975,0.388450,876.000000,147.000000,12.000000,71.176353,10.000000,283.000000,-1.000000,-0.000000
41.834466,0.837812,,1.272753,65.334824,2.911325,0.003300,588.000000,69.000000,29.000000,24.892496,10.000000,285.000000,-1.000000,-0.000000
-28.804721,28.188443,,1.432035,46.051159,2.611850,-0.102100,743.000000,118.000000,11.000000,64.783684,11.000000,321.000000,-0.866025,0.500000
-28.688459,28.233380,,1.432035,46.051159,2.611850,-0.102100,743.000000,118.000000,11.000000,64.783684,11.000000,321.000000,-0.866025,0.500000
-28.690338,28.234323,,1.432035,46.051159,2.611850,-0.102100,743.000000,118.000000,11.000000,64.783684,11.000000,321.000000,-0.866025,0.500000
-28.758015,28.247901,,1.432035,46.051159,2.611850,-0.102100,743.000000,118.000000,11.000000,64.783684,11.000000,321.000000,-0.866025,0.500000
-34.470961,150.862355,,1.685995,35.423363,2.538266,0.741619,1329.000000,171.000000,59.000000,28.328962,,,,
-35.279114,149.176252,,1.269677,52.245564,2.698175,-0.023825,690.000000,72.000000,47.000000,13.528742,1.000000,25.000000,0.000000,1.000000
33.657116,-117.651511,,1.701074,40.197506,3.033175,0.572925,362.000000,73.000000,1.000000,94.031982,1.000000,18.000000,0.000000,1.000000
-34.439417,150.838399,,1.685995,35.423363,2.538266,0.741619,1329.000000,171.000000,59.000000,28.328962,1.000000,11.000000,0.000000,1.000000
-34.595242,150.481951,720.000000,1.309574,43.301926,2.450700,0.200625,1126.000000,130.000000,56.000000,21.184481,2.000000,52.000000,0.500000,0.866025
-34.595242,150.481951,720.000000,1.309574,43.301926,2.450700,0.200625,1126.000000,130.000000,56.000000,21.184481,2.000000,52.000000,0.500000,0.866025
-30.229513,151.821955,,1.199846,48.028240,2.443225,-0.004225,882.000000,125.000000,44.000000,36.340904,2.000000,52.000000,0.500000,0.866025
-30.229513,151.821955,,1.199846,48.028240,2.443225,-0.004225,882.000000,125.000000,44.000000,36.340904,2.000000,52.000000,0.500000,0.866025
-36.413700,148.606800,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,2.000000,45.000000,0.500000,0.866025
-34.708533,150.002199,640.000000,1.360817,45.432346,2.573575,0.210350,804.000000,84.000000,45.000000,16.814121,3.000000,89.000000,0.866025,0.500000
-34.708533,150.002199,640.000000,1.360817,45.432346,2.573575,0.210350,804.000000,84.000000,45.000000,16.814121,3.000000,89.000000,0.866025,0.500000
-35.416080,149.216580,,1.227489,51.617287,2.655850,-0.082850,721.000000,78.000000,46.000000,15.616363,3.000000,61.000000,0.866025,0.500000
-31.035399,151.536867,,1.233707,49.419350,2.577775,-0.060450,872.000000,123.000000,48.000000,30.679571,3.000000,68.000000,0.866025,0.500000
-30.606847,151.501470,1070.000000,1.322826,50.051102,2.649100,0.009700,789.000000,113.000000,43.000000,35.041889,3.000000,60.000000,0.866025,0.500000
-30.482317,151.640547,,1.291718,49.594925,2.584350,0.037675,802.000000,104.000000,45.000000,30.613825,3.000000,75.000000,0.866025,0.500000
-30.266277,151.689230,,1.199846,48.028240,2.443225,-0.004225,882.000000,125.000000,44.000000,36.340904,3.000000,67.000000,0.866025,0.500000
-34.064093,150.808516,,1.677190,41.508663,2.747875,0.474925,949.000000,113.000000,45.000000,28.566463,4.000000,108.000000,1.000000,0.000000
-30.725531,151.593290,,1.300653,49.882988,2.631950,-0.013250,812.000000,116.000000,44.000000,33.883354,5.000000,122.000000,0.866025,-0.500000
44.999225,-1.181660,,1.293446,48.384571,2.495913,0.282522,934.000000,113.000000,42.000000,27.663925,6.000000,172.000000,0.500000,-0.866025
33.787500,133.456250,,1.167267,81.026451,2.598350,-0.306400,2152.000000,343.000000,54.000000,55.987843,6.000000,170.000000,0.500000,-0.866025
33.545833,134.306250,,1.469932,75.787788,2.808333,0.089917,2137.000000,327.000000,52.000000,51.704636,6.000000,157.000000,0.500000,-0.866025
33.737500,133.531250,,1.258919,80.685265,2.691925,-0.219650,2094.000000,332.000000,53.000000,55.203327,6.000000,170.000000,0.500000,-0.866025
-32.383550,27.093270,,1.432409,33.203598,2.517100,0.254325,670.000000,96.000000,15.000000,55.351330,6.000000,176.000000,0.500000,-0.866025
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.340400,151.424432,,1.748897,37.452717,2.590397,0.736390,1299.000000,151.000000,65.000000,28.776762,7.000000,196.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-33.653833,150.893601,48.000000,1.712384,41.987068,2.771225,0.488000,924.000000,115.000000,42.000000,31.289310,7.000000,198.000000,0.000000,-1.000000
-41.566667,147.200000,180.000000,1.207937,36.839306,2.391025,0.252850,655.000000,74.000000,30.000000,21.099228,7.000000,188.000000,0.000000,-1.000000
-34.481309,150.771517,,1.516476,37.231796,2.412425,0.543825,1270.000000,153.000000,56.000000,25.415483,8.000000,235.000000,-0.500000,-0.866025
-37.811900,145.207000,,1.439711,39.778374,2.670975,0.532575,898.000000,88.000000,50.000000,16.678566,9.000000,272.000000,-0.866025,-0.500000
-27.431400,30.061300,,1.402817,37.241825,2.372325,0.046875,776.000000,143.000000,8.000000,75.223808,11.000000,308.000000,-0.866025,0.500000
-36.441660,148.611296,,0.987678,49.468544,2.378300,-0.183550,864.000000,92.000000,58.000000,14.426491,12.000000,341.000000,-0.500000,0.866025
44.845100,-0.796280,,1.270647,51.962719,2.568850,0.202450,941.000000,107.000000,49.000000,22.425251,,,,
44.845100,-0.796280,,1.270647,51.962719,2.568850,0.202450,941.000000,107.000000,49.000000,22.425251,,,,
-28.552500,151.852778,904.000000,1.493047,47.502083,2.669775,0.193350,811.000000,106.000000,37.000000,35.062664,1.000000,2.000000,0.000000,1.000000
-36.124017,147.996329,,1.383253,54.737389,2.953725,0.173125,941.000000,109.000000,46.000000,24.857904,2.000000,33.000000,0.500000,0.866025
-34.767983,149.693677,,1.308150,49.940231,2.670950,0.070750,695.000000,73.000000,45.000000,12.249298,2.000000,48.000000,0.500000,0.866025
-33.991855,18.414089,,1.651621,29.122250,2.512526,0.858842,592.000000,100.000000,17.000000,65.611244,2.000000,44.000000,0.500000,0.866025
-34.522107,150.351786,673.000000,1.309574,43.301926,2.450700,0.200625,1126.000000,130.000000,56.000000,21.184481,3.000000,77.000000,0.866025,0.500000
-35.748056,150.209722,,1.599559,33.891567,2.410833,0.663452,1092.000000,132.000000,47.000000,25.411209,4.000000,115.000000,1.000000,0.000000
43.910010,39.343690,,1.208629,66.749344,2.577863,0.027778,1591.000000,215.000000,98.000000,28.822876,6.000000,156.000000,0.500000,-0.866025
41.363660,2.145820,,1.536224,55.551399,2.834160,0.425714,635.000000,82.000000,27.000000,29.711847,6.000000,155.000000,0.500000,-0.866025
-32.622514,151.971753,,1.776169,39.976738,2.750614,0.710179,1150.000000,146.000000,51.000000,29.288231,6.000000,181.000000,0.500000,-0.866025
27.077098,100.212822,,0.751157,50.675644,1.772275,-0.679675,805.000000,146.000000,11.000000,67.397026,6.000000,165.000000,0.500000,-0.866025
-35.246000,149.114000,,1.333123,53.219158,2.772175,0.020450,718.000000,73.000000,45.000000,15.560626,6.000000,158.000000,0.500000,-0.866025
33.480797,126.522080,,1.206932,76.978226,2.588875,-0.158450,1941.000000,319.000000,56.000000,56.837902,10.000000,293.000000,-1.000000,-0.000000
-33.336042,151.418565,20.000000,1.748897,37.452717,2.590397,0.736390,1299.000000,151.000000,65.000000,28.776762,10.000000,275.000000,-1.000000,-0.000000
35.911122,-79.075617,,1.499959,78.483200,3.190825,-0.200675,1167.000000,111.000000,79.000000,11.192774,11.000000,330.000000,-0.866025,0.500000
-27.337630,30.156597,,1.402817,37.241825,2.372325,0.046875,776.000000,143.000000,8.000000,75.223808,11.000000,326.000000,-0.866025,0.500000
-27.431375,30.209860,,1.343912,35.323044,2.285300,0.014425,802.000000,145.000000,9.000000,74.474922,11.000000,324.000000,-0.866025,0.500000
-27.369221,30.144440,,1.402817,37.241825,2.372325,0.046875,776.000000,143.000000,8.000000,75.223808,11.000000,325.000000,-0.866025,0.500000
41.545170,1.891337,,1.423419,58.280571,2.803700,0.263300,646.000000,76.000000,32.000000,25.244104,11.000000,317.000000,-0.866025,0.500000
-36.078182,146.954964,,1.523538,56.059090,3.080600,0.311800,729.000000,83.000000,37.000000,24.434616,1.000000,,0.000000,1.000000
-25.865800,28.265600,,1.670553,37.644157,2.654225,0.221125,720.000000,133.000000,3.000000,80.320267,1.000000,17.000000,0.000000,1.000000
-34.093385,150.817929,,1.677190,41.508663,2.747875,0.474925,949.000000,113.000000,45.000000,28.566463,3.000000,85.000000,0.866025,0.500000
-30.501901,151.687053,,1.361683,48.866570,2.654625,0.065725,805.000000,124.000000,36.000000,40.055653,3.000000,,0.866025,0.500000
-33.544259,150.178653,,1.254681,45.693130,2.448900,0.156725,1114.000000,143.000000,56.000000,28.908075,3.000000,89.000000,0.866025,0.500000
-34.013778,18.404901,,1.651324,27.881145,2.473486,0.892202,575.000000,98.000000,16.000000,66.096016,5.000000,144.000000,0.866025,-0.500000
-34.023098,22.344850,,1.720774,24.807219,2.527594,0.857068,558.000000,72.000000,36.000000,20.753860,9.000000,253.000000,-0.866025,-0.500000
